from	to	combined_score	Protein1	Protein2
9606.ENSP00000318982	9606.ENSP00000363770	165	EPSTI1	C1QC
9606.ENSP00000318982	9606.ENSP00000363770	165	EPSTI1	C1QC
9606.ENSP00000328230	9606.ENSP00000363770	184	FFAR3	C1QC
9606.ENSP00000328230	9606.ENSP00000363770	184	FFAR3	C1QC
9606.ENSP00000344352	9606.ENSP00000363770	176	ATF3	C1QC
9606.ENSP00000344352	9606.ENSP00000363770	176	ATF3	C1QC
9606.ENSP00000346839	9606.ENSP00000363770	218	FN1	C1QC
9606.ENSP00000346839	9606.ENSP00000363770	218	FN1	C1QC
9606.ENSP00000348170	9606.ENSP00000363770	238	HP	C1QC
9606.ENSP00000348170	9606.ENSP00000363770	238	HP	C1QC
9606.ENSP00000354874	9606.ENSP00000363770	167	SEPTIN4	C1QC
9606.ENSP00000354874	9606.ENSP00000363770	167	SEPTIN4	C1QC
9606.ENSP00000356037	9606.ENSP00000363770	427	C4BPA	C1QC
9606.ENSP00000356037	9606.ENSP00000363770	427	C4BPA	C1QC
9606.ENSP00000358165	9606.ENSP00000363770	447	FCGR1A	C1QC
9606.ENSP00000358165	9606.ENSP00000363770	447	FCGR1A	C1QC
9606.ENSP00000359488	9606.ENSP00000363770	240	GBP5	C1QC
9606.ENSP00000359488	9606.ENSP00000363770	240	GBP5	C1QC
9606.ENSP00000359504	9606.ENSP00000363770	194	GBP1	C1QC
9606.ENSP00000359504	9606.ENSP00000363770	194	GBP1	C1QC
9606.ENSP00000360998	9606.ENSP00000363770	317	ANKRD22	C1QC
9606.ENSP00000360998	9606.ENSP00000363770	317	ANKRD22	C1QC
9606.ENSP00000242728	9606.ENSP00000363773	265	BHLHE41	C1QA
